Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Quality
7.33,7.17,7.17,7.67,7.33,7.17,81.0
7.42,7.25,7.17,7.5,7.25,7.17,81.0
7.67,7.5,7.42,5.25,7.67,7.75,81.0
7.5,7.25,7.0,7.25,7.5,7.25,81.0
7.25,7.17,7.17,7.25,7.5,7.33,81.0
7.42,7.25,7.25,7.33,7.25,7.17,81.0
7.67,7.75,7.83,7.75,7.83,7.75,81.0
7.33,7.33,7.08,7.42,7.17,7.33,81.0
7.33,6.92,7.17,7.33,7.42,7.42,81.0
7.5,6.92,7.33,7.33,7.33,7.33,81.0
7.33,7.42,7.25,7.42,7.25,7.17,81.0
7.08,7.33,7.33,7.33,7.42,7.25,81.0
7.58,7.67,7.5,7.67,7.58,7.5,81.0
7.33,7.17,7.25,7.33,7.33,7.25,80.92
7.67,7.67,7.33,7.58,7.67,7.5,80.92
7.17,7.58,7.5,7.5,8.0,7.75,80.92
7.5,7.33,7.17,7.42,7.5,7.33,80.92
7.17,7.42,7.0,7.58,7.33,7.0,80.92
7.42,7.08,7.17,7.17,7.58,7.25,80.92
7.33,7.17,7.17,7.25,7.42,7.33,80.92
7.25,7.33,7.25,7.25,7.25,7.33,80.92
7.92,7.67,7.33,7.08,7.08,7.08,80.92
7.17,7.42,7.17,7.25,7.25,7.33,80.92
7.33,7.08,7.25,7.0,7.5,7.42,80.92
7.58,7.42,6.92,7.5,7.25,7.17,80.92
7.42,7.25,7.25,7.25,7.25,7.25,80.92
7.25,7.17,7.08,7.08,7.08,8.08,80.92
7.42,7.25,7.25,7.25,7.25,7.25,80.92
7.58,7.33,7.08,7.5,7.17,7.25,80.92
7.67,7.58,7.33,7.33,7.17,7.0,80.92
7.42,7.33,7.17,7.17,7.17,7.25,80.83
7.67,7.25,7.08,7.33,7.17,7.25,80.83
7.17,7.08,7.25,7.42,7.25,7.33,80.83
7.33,7.25,7.33,7.33,7.25,7.17,80.83
7.5,7.17,7.33,7.25,7.17,7.17,80.83
7.42,7.33,7.0,7.25,7.33,7.5,80.83
7.33,7.33,7.0,6.83,7.33,7.67,80.83
7.17,7.25,7.08,7.17,7.25,7.58,80.75
6.92,7.5,7.0,7.58,7.5,7.08,80.75
7.5,7.33,7.0,7.42,7.17,7.17,80.75
7.25,7.25,7.17,7.25,7.33,7.25,80.75
7.5,7.33,7.0,7.42,7.25,7.17,80.75
7.25,7.33,7.17,7.33,7.33,7.17,80.75
7.42,7.17,7.08,7.42,7.25,7.25,80.75
7.25,7.33,7.08,7.5,7.25,7.33,80.75
7.33,7.33,7.25,7.25,7.17,7.17,80.75
7.58,7.33,7.42,7.25,7.5,7.5,80.75
7.42,7.0,7.42,7.25,7.08,7.33,80.75
7.08,7.33,7.17,7.25,7.33,7.67,80.75
7.33,7.08,7.08,7.08,7.42,7.33,80.67
7.58,7.42,7.0,7.67,7.5,7.5,80.67
7.67,7.42,6.83,7.17,7.42,7.17,80.67
7.83,7.5,7.67,7.67,7.83,7.5,80.67
7.5,7.25,7.17,7.17,7.25,7.17,80.67
7.25,7.17,7.17,7.25,7.17,7.42,80.67
7.67,7.5,7.42,7.67,7.5,7.75,80.67
7.67,7.17,7.0,7.5,7.0,7.0,80.67
7.0,7.33,7.5,7.33,7.0,7.33,80.67
7.0,7.5,7.33,7.17,7.17,7.17,80.67
7.17,7.25,7.08,7.42,7.08,7.42,80.67
7.33,7.25,7.33,7.08,7.58,7.25,80.58
7.08,7.5,7.0,7.25,7.42,7.0,80.58
7.25,7.08,7.08,7.33,7.33,7.25,80.58
7.42,7.25,7.33,7.0,7.08,7.25,80.58
7.5,7.17,7.0,7.42,7.33,7.0,80.58
7.17,7.42,6.83,7.5,7.17,7.25,80.58
7.42,7.58,7.5,7.92,7.83,7.83,80.58
7.08,7.25,7.0,7.5,7.08,7.33,80.58
7.17,7.17,7.17,7.42,7.17,7.25,80.5
7.33,7.25,7.08,7.17,7.25,7.17,80.5
7.58,7.33,7.0,7.17,7.33,7.08,80.5
7.25,7.25,7.17,7.17,7.25,7.17,80.5
7.25,7.33,7.17,7.5,7.33,7.25,80.5
7.17,7.33,7.17,7.42,7.25,7.08,80.5
7.5,7.17,6.83,7.5,7.17,7.17,80.5
7.42,7.42,7.08,7.33,7.67,7.5,80.5
7.42,7.33,7.33,7.58,7.58,7.42,80.5
7.5,7.5,7.0,7.67,7.17,7.0,80.5
7.25,7.25,7.08,7.33,7.25,7.17,80.5
7.25,7.42,7.0,7.42,7.33,7.0,80.42
7.58,7.17,7.17,7.17,7.17,7.17,80.42
7.33,7.17,7.08,7.08,7.33,7.17,80.42
7.25,7.08,7.25,7.17,7.33,7.17,80.42
6.92,7.17,7.08,7.5,7.33,7.17,80.42
7.42,7.08,7.08,7.33,7.25,7.17,80.42
7.08,7.25,7.17,7.33,7.08,7.08,80.33
7.25,7.17,7.0,7.25,7.42,7.08,80.33
7.25,7.17,7.25,7.25,7.25,7.08,80.33
7.25,7.25,7.08,7.25,7.25,7.25,80.33
7.33,7.33,6.83,7.5,7.0,7.17,80.33
7.25,7.08,7.08,7.33,7.33,7.17,80.33
7.17,7.5,6.92,7.33,7.67,7.33,80.33
7.25,7.25,7.25,7.33,7.5,8.0,80.33
7.17,7.33,7.42,7.08,7.0,7.0,80.25
7.25,7.25,7.0,7.0,7.42,7.0,80.25
7.25,7.17,7.0,7.33,7.33,7.0,80.25
8.0,7.08,7.0,7.33,7.08,6.92,80.25
7.42,7.0,7.08,7.0,7.17,7.33,80.25
7.08,6.92,7.0,7.25,7.5,7.25,80.25
7.5,7.08,7.67,7.67,7.42,7.58,80.25
7.42,8.0,7.83,7.75,8.08,7.58,80.25
7.25,7.08,7.25,7.25,7.17,7.25,80.25
7.0,7.17,7.33,7.33,7.0,7.17,80.25
7.58,7.33,7.17,7.25,6.75,7.0,80.25
7.42,7.25,7.25,7.58,7.42,7.33,80.17
7.17,7.08,7.08,7.33,7.25,7.08,80.17
7.25,7.25,7.0,7.17,7.08,7.08,80.17
7.33,7.33,7.0,7.17,7.17,7.17,80.17
7.33,7.08,6.92,7.42,7.25,7.08,80.17
7.58,7.42,7.33,7.5,7.08,7.17,80.17
7.33,7.33,7.17,7.08,7.25,7.0,80.17
7.33,7.33,7.0,7.33,7.0,7.0,80.17
7.58,7.5,7.33,7.33,7.67,7.33,80.17
7.17,7.17,7.0,7.17,7.25,7.25,80.08
7.42,7.25,7.25,7.17,7.0,7.0,80.08
7.25,7.17,6.92,7.25,7.17,7.25,80.08
7.25,7.25,7.25,7.25,7.08,7.0,80.08
7.25,7.25,7.25,7.0,7.25,7.08,80.08
7.25,7.25,7.25,7.08,7.17,7.08,80.08
7.33,7.17,7.25,7.08,7.08,7.08,80.08
7.25,7.08,7.0,7.17,7.33,7.17,80.08
7.33,7.08,6.92,7.08,7.42,7.17,80.0
7.17,7.33,7.0,7.42,7.17,7.0,80.0
7.58,7.75,7.42,7.5,7.5,7.5,80.0
7.25,7.25,7.25,7.0,7.25,7.0,80.0
7.33,6.67,7.08,7.42,7.42,7.08,80.0
7.25,7.25,7.08,7.17,7.33,7.33,80.0
7.08,7.33,7.0,7.33,7.08,7.0,80.0
7.42,7.42,7.5,7.92,7.75,7.58,80.0
7.83,7.67,7.58,7.75,7.83,7.17,79.92
7.5,7.0,7.0,6.92,7.33,7.17,79.92
7.33,7.08,7.08,7.33,7.42,7.17,79.92
7.17,7.17,6.92,7.25,7.33,7.08,79.92
7.5,7.17,7.0,7.17,7.25,7.08,79.92
7.17,7.08,7.08,7.08,7.5,7.33,79.92
7.33,7.25,7.0,7.42,7.17,7.17,79.92
7.17,7.33,7.08,7.58,7.33,7.08,79.92
7.5,7.42,7.58,7.42,7.5,7.58,79.92
7.0,7.08,7.0,7.17,7.25,7.25,79.83
7.33,7.25,6.92,7.33,7.25,7.33,79.83
6.83,7.17,7.17,6.92,7.5,7.08,79.83
7.17,7.08,7.0,7.25,7.5,7.0,79.83
7.58,7.08,6.83,7.17,7.5,7.17,79.83
7.5,7.42,7.25,7.58,7.33,7.42,79.75
7.75,7.33,7.17,7.33,7.67,7.83,79.75
7.08,7.08,7.25,7.0,7.17,7.17,79.75
7.25,7.08,6.92,7.5,7.08,6.92,79.75
7.0,7.08,7.0,7.25,7.5,7.42,79.75
7.58,7.5,7.67,7.75,7.67,7.58,79.75
7.58,7.08,7.0,7.0,7.5,6.92,79.75
7.58,7.08,6.92,7.58,7.5,6.92,79.75
7.25,7.08,7.0,7.17,7.17,7.08,79.75
7.25,7.17,7.17,7.08,7.17,7.0,79.75
7.33,7.25,7.0,7.08,7.08,7.0,79.75
7.58,7.33,7.5,7.33,7.0,7.33,79.75
7.25,6.83,6.92,7.08,7.25,7.08,79.75
7.42,7.42,7.25,7.58,7.42,7.33,79.67
7.25,7.08,7.0,6.83,7.33,7.17,79.67
6.92,7.17,6.83,7.42,7.17,7.08,79.67
7.5,7.0,6.83,7.08,7.08,7.17,79.67
7.42,7.25,6.83,7.58,7.17,6.58,79.67
7.33,7.17,7.0,6.75,7.08,7.0,79.67
6.92,7.17,7.17,7.17,7.08,7.08,79.67
7.17,7.17,7.0,7.0,7.25,6.92,79.67
7.08,7.0,6.92,7.33,7.25,7.08,79.58
7.25,6.92,6.92,7.33,7.25,7.0,79.58
7.25,7.17,7.0,6.75,7.17,7.33,79.58
7.08,7.0,6.83,7.33,7.25,7.0,79.58
6.92,6.92,7.0,7.42,7.25,7.0,79.5
6.92,7.0,7.17,7.0,7.42,7.0,79.5
7.83,7.5,7.42,7.42,7.67,7.5,79.5
7.25,7.08,6.92,7.25,7.58,7.08,79.5
7.25,7.33,7.0,7.25,7.17,7.17,79.5
7.08,7.33,7.25,7.58,7.33,7.42,79.42
7.25,7.33,6.83,7.0,7.0,7.17,79.42
7.0,6.83,6.83,7.42,7.33,7.17,79.42
7.42,7.25,6.83,7.0,7.33,7.08,79.33
7.42,7.25,6.75,7.25,7.42,7.25,79.33
7.0,7.0,6.83,7.33,7.42,6.92,79.33
7.42,7.17,7.08,7.17,7.08,7.08,79.33
7.17,6.5,6.33,7.25,7.58,7.33,79.33
7.08,6.83,6.83,7.25,7.42,7.08,79.25
7.0,7.0,6.92,7.17,7.17,7.08,79.25
7.33,7.42,7.33,7.42,7.5,7.42,79.17
7.58,7.0,6.75,6.92,7.0,6.92,79.17
7.08,7.0,6.92,7.42,7.0,6.92,79.17
7.25,7.17,6.75,7.25,7.0,6.92,79.17
7.17,7.42,7.5,8.0,7.25,7.83,79.17
7.25,7.08,6.92,7.08,7.17,7.17,79.17
7.17,6.92,6.92,7.08,7.17,7.0,79.17
6.75,6.75,6.83,7.25,7.58,7.08,79.17
7.58,7.67,7.42,7.42,7.67,7.67,79.08
7.42,7.08,6.75,7.33,7.33,6.92,79.08
7.33,7.0,6.92,7.25,7.33,7.08,79.08
7.25,7.08,6.75,7.33,7.42,7.0,79.08
7.17,7.25,7.25,7.17,7.25,7.08,79.08
6.75,6.75,6.42,6.83,7.58,7.5,79.08
7.33,7.17,6.58,7.42,7.08,6.83,79.0
7.0,7.0,7.0,7.0,7.0,7.0,79.0
7.67,7.17,7.08,7.25,8.0,7.5,79.0
6.75,7.08,6.67,7.25,7.17,7.08,79.0
7.5,7.17,6.92,7.5,7.25,7.0,79.0
7.17,6.83,6.83,7.25,7.17,6.92,79.0
7.33,7.0,6.75,7.08,7.17,7.25,78.92
7.5,7.0,6.92,7.08,6.92,6.75,78.92
7.17,7.0,6.92,7.0,7.0,7.0,78.83
7.5,6.92,6.92,7.25,7.58,7.42,78.75
7.33,7.08,6.33,7.25,7.0,7.0,78.75
7.25,6.83,6.83,7.0,7.17,7.0,78.75
7.25,7.33,7.17,7.25,7.08,7.0,78.75
7.67,7.17,6.83,7.33,7.58,7.17,78.75
7.0,6.92,6.83,7.17,7.17,7.17,78.67
6.92,6.92,6.67,7.25,7.17,6.92,78.67
7.08,7.0,6.75,6.83,7.08,6.92,78.58
6.83,7.08,6.92,6.75,7.25,7.08,78.58
7.33,7.17,6.92,7.58,7.25,7.17,78.58
6.83,6.75,7.17,7.25,7.0,6.92,78.58
7.0,7.0,6.75,7.33,6.92,6.92,78.58
7.92,7.58,7.58,7.92,7.92,7.5,78.58
7.92,6.83,7.08,7.42,6.75,7.33,78.58
7.25,6.75,6.92,6.92,7.25,7.58,78.5
7.08,6.83,6.83,7.0,7.0,6.92,78.5
7.25,7.17,7.0,6.83,7.58,7.08,78.5
6.83,7.0,6.92,7.08,6.92,6.83,78.42
7.58,7.17,7.0,7.17,7.33,7.0,78.42
7.5,7.75,7.58,7.83,7.92,7.92,78.33
7.17,6.5,6.67,7.0,7.17,7.17,78.33
7.17,7.17,6.5,7.17,7.0,6.83,78.33
7.25,7.25,7.0,7.5,7.33,7.42,78.33
7.17,6.08,6.17,7.25,7.33,7.33,78.33
7.5,7.5,7.33,7.58,7.5,7.42,78.25
7.42,7.33,7.33,7.5,7.67,7.75,78.25
6.92,6.83,6.92,6.92,6.92,6.83,78.17
7.08,6.83,6.67,7.25,7.25,6.92,78.08
7.5,7.08,7.33,7.17,7.5,7.5,78.0
6.83,7.0,6.67,7.0,7.0,6.83,78.0
7.58,7.33,7.5,7.42,7.5,7.33,78.0
7.42,7.25,6.83,7.33,7.0,6.92,78.0
7.33,7.17,6.92,7.08,7.33,7.0,78.0
7.0,6.83,6.83,7.17,6.67,6.83,78.0
7.25,7.33,7.0,7.0,7.25,7.08,78.0
7.42,7.17,7.0,7.17,7.67,7.17,78.0
7.5,7.25,7.42,7.0,7.08,6.83,77.92
7.42,7.25,7.0,7.0,7.25,7.08,77.92
7.17,6.17,6.17,7.08,7.33,6.83,77.92
7.42,7.0,7.0,7.17,7.08,7.0,77.83
7.0,6.75,6.67,6.83,7.08,6.83,77.83
7.0,6.83,6.67,7.17,6.83,6.83,77.83
7.17,6.75,6.58,7.33,7.33,7.17,77.67
7.58,7.67,7.58,7.67,7.42,7.42,77.58
7.17,6.75,6.58,6.75,6.83,6.75,77.5
7.08,6.92,6.33,7.0,6.92,7.0,77.42
7.5,7.33,7.42,7.58,7.58,6.92,77.33
7.33,7.0,6.83,7.17,7.17,7.17,77.33
7.33,7.0,6.67,7.0,6.92,6.92,77.33
6.83,6.83,6.83,6.75,6.92,6.92,77.25
7.08,6.92,6.83,6.67,7.58,7.42,77.25
7.08,7.0,7.0,7.25,7.33,7.25,77.17
7.42,7.75,7.42,7.67,7.92,7.83,77.0
7.67,7.33,7.17,6.67,7.17,7.42,76.83
6.67,6.33,6.42,6.83,7.0,6.92,76.75
6.42,6.5,6.5,7.33,6.33,6.92,76.5
7.17,6.58,6.58,7.0,7.25,6.58,76.42
7.5,7.0,6.83,7.5,7.17,7.33,76.33
6.17,6.5,6.5,7.17,7.0,6.83,76.33
7.25,7.08,6.83,7.17,7.33,6.83,76.25
7.5,7.33,7.33,7.58,7.67,7.25,76.17
7.42,7.0,6.83,7.08,6.92,6.83,76.17
7.33,7.0,6.5,6.08,7.58,6.33,76.17
7.08,6.83,6.83,7.17,7.17,7.08,76.08
6.83,6.83,6.67,6.83,7.0,6.83,76.0
6.83,6.5,6.5,6.92,6.75,7.0,75.83
7.17,7.0,6.83,7.5,7.17,7.0,75.67
7.92,7.58,7.17,7.58,7.33,7.17,75.58
6.67,6.5,6.33,7.0,7.17,6.75,75.58
7.5,7.25,6.92,7.0,7.17,6.83,75.5
7.17,6.92,6.67,6.83,7.25,7.75,75.17
7.25,6.83,6.67,7.08,7.17,6.83,75.17
7.17,7.17,6.83,7.17,7.42,6.67,75.17
7.0,6.92,6.75,6.92,7.17,6.83,75.0
7.08,6.75,6.58,7.0,7.0,6.75,74.92
7.33,6.75,6.67,7.25,7.5,7.0,74.83
6.75,6.5,6.17,7.0,7.25,6.75,74.75
6.75,6.67,6.17,7.17,7.0,6.58,74.75
7.08,7.0,6.83,7.5,7.33,6.83,74.67
7.5,7.25,7.0,7.25,7.42,7.33,74.42
6.5,6.33,6.5,7.5,7.33,6.83,74.33
7.0,6.58,6.67,6.83,7.08,6.83,74.33
6.92,6.42,6.17,7.33,7.25,6.75,74.0
7.67,7.0,7.17,7.58,7.33,7.33,73.83
7.17,7.17,7.17,7.58,7.67,6.92,73.67
7.25,6.58,6.58,7.0,7.0,6.42,73.5
7.0,7.17,6.83,7.17,7.0,7.17,73.42
7.08,7.08,6.92,7.08,6.92,6.92,72.92
8.0,7.33,7.75,7.33,7.42,7.67,72.83
6.92,6.92,6.92,7.5,7.58,7.17,72.58
6.33,6.5,6.33,6.83,6.33,6.5,71.75
6.92,6.92,6.92,6.92,7.17,7.0,71.08
6.5,6.67,6.42,7.17,7.33,6.5,71.0
6.92,7.0,6.83,6.92,7.42,6.92,70.75
7.0,7.0,6.83,7.0,7.33,6.83,70.67
6.67,6.5,6.17,6.67,6.83,6.17,69.33
7.0,6.17,6.17,6.67,6.5,6.17,69.17
7.0,6.33,6.17,6.5,6.67,6.17,69.17
7.08,6.83,6.25,7.42,7.25,6.75,68.33
6.75,6.58,6.42,6.67,7.08,6.67,67.92
7.25,6.58,6.33,6.25,6.42,6.08,63.08
7.5,6.67,6.67,7.67,7.33,6.67,59.83
